type,sex, age, ecactivity, worktype, commutetime, town,x,y
420,M,17,student,undef,not commuting,586021,-564989,-1.20166e+06
421,F,41,at home,undef,not commuting,586021,-564989,-1.20166e+06
422,F,23,at home,undef,not commuting,586021,-563811,-1.20256e+06
423,M,30,at home,undef,not commuting,586021,-563811,-1.20256e+06
424,F,29,at home,undef,not commuting,586021,-564432,-1.20265e+06
425,F,3,at home,undef,not commuting,586021,-564432,-1.20265e+06
426,M,28,working,industry,not commuting,586021,-564432,-1.20265e+06
427,M,48,working,adminetc,not commuting,586021,-563227,-1.20169e+06
428,M,21,working,tradeandmoto,not commuting,586021,-563227,-1.20169e+06
429,F,42,working,industry,60 to 90 mins,586021,-563227,-1.20169e+06
430,F,2,at home,undef,not commuting,586021,-563227,-1.20169e+06
431,M,34,working,construction,not commuting,586021,-563665,-1.20195e+06
432,F,33,at home,undef,not commuting,586021,-563665,-1.20195e+06
433,M,3,at home,undef,not commuting,586021,-563665,-1.20195e+06
434,M,46,working,industry,not commuting,586021,-564044,-1.2018e+06
435,M,20,working,it,not commuting,586021,-564044,-1.2018e+06
436,M,12,student,undef,not commuting,586021,-564044,-1.2018e+06
437,F,44,working,health,not commuting,586021,-564044,-1.2018e+06
438,M,46,working,health,not commuting,586021,-563841,-1.20291e+06
439,F,45,working,industry,not commuting,586021,-563841,-1.20291e+06
440,M,30,at home,undef,not commuting,586021,-563943,-1.20262e+06
441,F,29,working,education,not commuting,586021,-563943,-1.20262e+06
442,F,4,at home,undef,not commuting,586021,-563943,-1.20262e+06
443,M,28,at home,undef,not commuting,586021,-563665,-1.20195e+06
444,F,49,working,adminetc,not commuting,586021,-563816,-1.20192e+06
445,F,20,at home,undef,not commuting,586021,-563816,-1.20192e+06
446,M,46,working,education,15 to 30 min,586021,-563816,-1.20192e+06
447,M,40,working,health,not commuting,586021,-564097,-1.20289e+06
448,F,53,working,adminetc,not commuting,586021,-563696,-1.20232e+06
449,M,50,working,industry,not commuting,586021,-563696,-1.20232e+06
450,F,21,at home,undef,not commuting,586021,-563696,-1.20232e+06
451,F,42,at home,undef,not commuting,586021,-564420,-1.20171e+06
452,F,2,at home,undef,not commuting,586021,-564628,-1.20269e+06
453,M,34,working,education,60 to 90 mins,586021,-564628,-1.20269e+06
454,F,31,working,adminetc,not commuting,586021,-564628,-1.20269e+06
455,M,19,working,industry,15 to 30 min,586021,-564147,-1.20301e+06
456,F,42,working,education,not commuting,586021,-565608,-1.20194e+06
457,M,45,working,industry,not commuting,586021,-565608,-1.20194e+06
458,M,21,at home,undef,not commuting,586021,-565608,-1.20194e+06
459,F,25,at home,undef,not commuting,586021,-564558,-1.20215e+06
460,M,29,at home,undef,not commuting,586021,-564558,-1.20215e+06
461,M,47,working,adminetc,not commuting,586021,-565295,-1.20155e+06
462,M,19,at home,undef,not commuting,586021,-565823,-1.20216e+06
463,M,50,working,it,not commuting,586021,-565823,-1.20216e+06
464,F,48,working,health,less than 15min,586021,-565823,-1.20216e+06
465,F,42,at home,undef,not commuting,586021,-563775,-1.20191e+06
466,M,17,student,undef,15 to 30 min,586021,-563775,-1.20191e+06
467,M,20,at home,undef,not commuting,586021,-563775,-1.20191e+06
468,F,64,working,industry,not commuting,586021,-563616,-1.20226e+06
469,M,1,at home,undef,not commuting,586021,-564399,-1.20283e+06
470,F,31,working,transportation,not commuting,586021,-564399,-1.20283e+06
471,M,33,working,construction,not commuting,586021,-564399,-1.20283e+06
472,M,42,working,industry,not commuting,586021,-563796,-1.20251e+06
473,F,38,working,eatinghousing,not commuting,586021,-563796,-1.20251e+06
474,F,85,retired,undef,not commuting,586021,-563767,-1.20298e+06
475,M,85,retired,undef,not commuting,586021,-563767,-1.20298e+06
476,M,60,working,construction,15 to 30 min,586021,-563700,-1.20264e+06
477,F,28,working,health,not commuting,586021,-563700,-1.20264e+06
478,M,29,working,tradeandmoto,not commuting,586021,-563788,-1.20227e+06
479,M,2,at home,undef,not commuting,586021,-563788,-1.20227e+06
480,M,7,student,undef,not commuting,586021,-563788,-1.20227e+06
481,F,82,retired,undef,not commuting,586021,-563383,-1.20153e+06
482,F,24,at home,undef,not commuting,586021,-563433,-1.20161e+06
483,M,24,working,industry,not commuting,586021,-563433,-1.20161e+06
484,F,78,retired,undef,not commuting,586021,-564791,-1.20187e+06
485,M,66,retired,undef,not commuting,586021,-564791,-1.20187e+06
486,M,46,working,construction,not commuting,586021,-563773,-1.20301e+06
487,F,23,at home,undef,not commuting,586021,-563773,-1.20301e+06
488,F,44,working,construction,not commuting,586021,-563773,-1.20301e+06
489,M,16,working,industry,45 to 60 mins,586021,-563773,-1.20301e+06
490,F,24,working,publicsector,not commuting,586021,-563414,-1.20148e+06
491,M,30,at home,undef,not commuting,586021,-563414,-1.20148e+06
492,F,79,retired,undef,not commuting,586021,-563973,-1.20223e+06
493,M,80,retired,undef,not commuting,586021,-563973,-1.20223e+06
494,F,84,retired,undef,not commuting,586021,-565619,-1.20209e+06
495,M,1,at home,undef,not commuting,586021,-563365,-1.20146e+06
496,F,22,working,industry,not commuting,586021,-563365,-1.20146e+06
497,M,33,at home,undef,not commuting,586021,-563365,-1.20146e+06
498,F,32,working,industry,not commuting,586021,-565527,-1.20179e+06
499,M,19,at home,undef,not commuting,586021,-563938,-1.20306e+06
500,M,21,at home,undef,not commuting,586021,-563938,-1.20306e+06
501,M,46,at home,undef,not commuting,586021,-563938,-1.20306e+06
502,F,45,at home,undef,not commuting,586021,-563938,-1.20306e+06
503,F,36,working,eatinghousing,not commuting,586021,-563754,-1.20197e+06
504,F,13,student,undef,not commuting,586021,-563754,-1.20197e+06
505,M,17,student,undef,not commuting,586021,-563754,-1.20197e+06
506,M,37,at home,undef,not commuting,586021,-563754,-1.20197e+06
507,M,69,retired,undef,not commuting,586021,-563689,-1.20261e+06
508,F,65,retired,undef,not commuting,586021,-563689,-1.20261e+06
509,F,6,student,undef,not commuting,586021,-564558,-1.2016e+06
510,F,35,working,tradeandmoto,not commuting,586021,-564558,-1.2016e+06
511,M,32,working,it,not commuting,586021,-564558,-1.2016e+06
512,M,10,student,undef,not commuting,586021,-564558,-1.2016e+06
513,F,3,at home,undef,not commuting,586021,-565318,-1.20152e+06
514,M,37,working,agriculture,not commuting,586021,-565318,-1.20152e+06
515,F,38,working,industry,not commuting,586021,-563773,-1.20273e+06
516,M,3,at home,undef,not commuting,586021,-563773,-1.20273e+06
517,M,43,working,health,not commuting,586021,-563773,-1.20273e+06
518,F,38,working,tradeandmoto,not commuting,586021,-564628,-1.20269e+06
519,F,63,retired,undef,not commuting,586021,-564628,-1.20269e+06
520,M,60,retired,undef,not commuting,586021,-564628,-1.20269e+06
521,F,80,retired,undef,not commuting,586021,-565568,-1.20162e+06
522,M,82,retired,undef,not commuting,586021,-565568,-1.20162e+06
523,M,45,at home,undef,not commuting,586021,-565783,-1.20179e+06
524,F,46,working,eatinghousing,not commuting,586021,-565783,-1.20179e+06
525,F,14,student,undef,not commuting,586021,-565783,-1.20179e+06
526,M,999,retired,undef,not commuting,586021,-565783,-1.20179e+06
527,F,65,retired,undef,not commuting,586021,-563683,-1.20242e+06
528,M,47,at home,undef,not commuting,586021,-564598,-1.20178e+06
529,F,71,retired,undef,not commuting,586021,-563613,-1.2018e+06
530,M,25,at home,undef,not commuting,586021,-563378,-1.20159e+06
531,F,62,retired,undef,not commuting,586021,-563378,-1.20159e+06
532,M,9,student,undef,not commuting,586021,-564461,-1.20286e+06
533,F,40,at home,undef,not commuting,586021,-564461,-1.20286e+06
534,M,6,student,undef,not commuting,586021,-564461,-1.20286e+06
535,M,42,working,publicsector,not commuting,586021,-564461,-1.20286e+06
536,M,16,student,undef,45 to 60 mins,586021,-563681,-1.20225e+06
537,F,9,student,undef,not commuting,586021,-563681,-1.20225e+06
538,M,38,at home,undef,not commuting,586021,-563681,-1.20225e+06
539,F,36,at home,undef,not commuting,586021,-563681,-1.20225e+06
540,F,76,retired,undef,not commuting,586021,-563268,-1.2019e+06
541,M,79,retired,undef,not commuting,586021,-563268,-1.2019e+06
542,M,51,working,industry,not commuting,586021,-565761,-1.20173e+06
543,M,24,at home,undef,not commuting,586021,-565761,-1.20173e+06
544,M,19,at home,undef,not commuting,586021,-565761,-1.20173e+06
545,F,51,working,construction,not commuting,586021,-565761,-1.20173e+06
546,F,26,at home,undef,not commuting,586021,-565039,-1.20165e+06
547,M,27,working,industry,not commuting,586021,-565039,-1.20165e+06
548,F,12,student,undef,not commuting,586021,-564110,-1.2016e+06
549,F,44,working,banks,not commuting,586021,-564110,-1.2016e+06
550,M,44,working,industry,not commuting,586021,-564110,-1.2016e+06
551,F,90,retired,undef,not commuting,586021,-564200,-1.20198e+06
552,F,43,at home,undef,not commuting,586021,-565519,-1.20194e+06
553,M,45,at home,undef,not commuting,586021,-565519,-1.20194e+06
554,F,15,working,publicsector,not commuting,586021,-565519,-1.20194e+06
555,M,19,at home,undef,not commuting,586021,-565519,-1.20194e+06
556,F,66,retired,undef,not commuting,586021,-564138,-1.2019e+06
557,F,999,retired,undef,not commuting,586021,-565790,-1.20225e+06
558,F,60,retired,undef,not commuting,586021,-564115,-1.20344e+06
559,F,55,at home,undef,not commuting,586021,-564372,-1.20227e+06
560,M,55,working,industry,not commuting,586021,-564372,-1.20227e+06
561,M,82,retired,undef,not commuting,586021,-563811,-1.20256e+06
562,F,56,at home,undef,not commuting,586021,-563811,-1.20256e+06
563,M,56,working,industry,not commuting,586021,-563811,-1.20256e+06
564,F,58,at home,undef,not commuting,586021,-564703,-1.20191e+06
565,F,41,working,education,not commuting,586021,-565783,-1.20179e+06
566,F,71,retired,undef,not commuting,586021,-565245,-1.20193e+06
567,F,30,at home,undef,not commuting,586021,-563703,-1.20277e+06
568,F,37,working,tradeandmoto,not commuting,586021,-563679,-1.20256e+06
569,M,0,at home,undef,not commuting,586021,-563679,-1.20256e+06
570,M,35,working,industry,not commuting,586021,-564950,-1.20113e+06
571,F,36,at home,undef,not commuting,586021,-564950,-1.20113e+06
572,F,12,student,undef,not commuting,586021,-564950,-1.20113e+06
573,F,18,working,tradeandmoto,not commuting,586021,-564950,-1.20113e+06
574,F,53,working,industry,not commuting,586021,-565121,-1.2018e+06
575,F,73,retired,undef,not commuting,586021,-563793,-1.20208e+06
576,M,50,working,publicsector,not commuting,586021,-563883,-1.20193e+06
577,F,13,student,undef,not commuting,586021,-563883,-1.20193e+06
578,F,37,working,industry,not commuting,586021,-563883,-1.20193e+06
579,M,32,working,industry,not commuting,586021,-563883,-1.20193e+06
580,F,15,student,undef,not commuting,586021,-563883,-1.20193e+06
581,M,64,retired,undef,not commuting,586021,-563365,-1.20146e+06
582,F,63,retired,undef,not commuting,586021,-563365,-1.20146e+06
583,F,52,working,transportation,not commuting,586021,-563156,-1.20166e+06
584,M,57,working,industry,not commuting,586021,-563156,-1.20166e+06
585,F,87,retired,undef,not commuting,586021,-564891,-1.20162e+06
586,M,42,working,transportation,not commuting,586021,-564283,-1.20193e+06
587,M,59,working,tradeandmoto,not commuting,586021,-564891,-1.20162e+06
588,F,55,at home,undef,not commuting,586021,-564891,-1.20162e+06
589,M,27,working,industry,not commuting,586021,-563912,-1.20259e+06
590,M,47,working,industry,not commuting,586021,-565095,-1.20274e+06
591,F,4,at home,undef,not commuting,586021,-564972,-1.20186e+06
592,F,34,working,health,not commuting,586021,-564972,-1.20186e+06
593,F,63,retired,undef,not commuting,586021,-565603,-1.20173e+06
594,M,10,student,undef,not commuting,586021,-563667,-1.20164e+06
595,M,33,at home,undef,not commuting,586021,-563667,-1.20164e+06
596,F,31,working,industry,not commuting,586021,-563667,-1.20164e+06
597,M,54,working,banks,not commuting,586021,-565121,-1.2018e+06
598,F,54,working,publicsector,not commuting,586021,-565121,-1.2018e+06
599,F,32,at home,undef,not commuting,586021,-564694,-1.20174e+06
600,M,67,retired,undef,not commuting,586021,-564502,-1.20249e+06
601,F,64,retired,undef,not commuting,586021,-564502,-1.20249e+06
602,F,64,retired,undef,not commuting,586021,-564019,-1.20222e+06
603,M,34,working,construction,not commuting,586021,-564019,-1.20222e+06
604,M,63,working,banks,not commuting,586021,-564019,-1.20222e+06
605,M,68,retired,undef,not commuting,586021,-564099,-1.20334e+06
606,F,64,retired,undef,not commuting,586021,-564099,-1.20334e+06
607,F,2,at home,undef,not commuting,586021,-564358,-1.20175e+06
608,F,24,at home,undef,not commuting,586021,-564358,-1.20175e+06
609,M,31,working,it,not commuting,586021,-564358,-1.20175e+06
610,M,64,retired,undef,not commuting,586021,-564419,-1.20156e+06
611,F,65,retired,undef,not commuting,586021,-564419,-1.20156e+06
612,F,61,retired,undef,not commuting,586021,-565441,-1.20179e+06
613,M,59,at home,undef,not commuting,586021,-565441,-1.20179e+06
614,F,57,working,industry,not commuting,586021,-563796,-1.20251e+06
615,M,81,retired,undef,not commuting,586021,-563659,-1.20235e+06
616,F,80,retired,undef,not commuting,586021,-563659,-1.20235e+06
617,M,58,working,eatinghousing,not commuting,586021,-564628,-1.20234e+06
618,F,59,working,publicsector,not commuting,586021,-564158,-1.202e+06
619,M,22,working,industry,not commuting,586021,-564158,-1.202e+06
620,M,61,retired,undef,not commuting,586021,-564158,-1.202e+06
621,F,72,retired,undef,not commuting,586021,-564191,-1.20192e+06
622,M,70,retired,undef,not commuting,586021,-564191,-1.20192e+06
623,F,78,retired,undef,not commuting,586021,-564173,-1.20307e+06
624,F,85,retired,undef,not commuting,586021,-565823,-1.20216e+06
625,F,31,at home,undef,not commuting,586021,-565381,-1.20158e+06
626,M,37,working,transportation,not commuting,586021,-565381,-1.20158e+06
627,F,9,student,undef,not commuting,586021,-565381,-1.20158e+06
628,M,6,student,undef,not commuting,586021,-565381,-1.20158e+06
629,M,72,retired,undef,not commuting,586021,-563712,-1.2029e+06
630,F,66,retired,undef,not commuting,586021,-563712,-1.2029e+06
631,F,53,working,industry,not commuting,586021,-563943,-1.20222e+06
632,F,26,working,industry,not commuting,586021,-563943,-1.20222e+06
633,M,55,working,health,not commuting,586021,-563943,-1.20222e+06
634,F,0,at home,undef,not commuting,586021,-563747,-1.20168e+06
635,F,79,retired,undef,not commuting,586021,-563747,-1.20168e+06
636,M,25,at home,undef,not commuting,586021,-563190,-1.20188e+06
637,M,50,working,industry,not commuting,586021,-563190,-1.20188e+06
638,F,49,working,tradeandmoto,30 to 45 mins,586021,-563190,-1.20188e+06
639,M,11,student,undef,not commuting,586021,-563190,-1.20188e+06
640,M,23,at home,undef,not commuting,586021,-563190,-1.20188e+06
641,F,45,at home,undef,not commuting,586021,-564356,-1.20326e+06
642,M,60,working,industry,not commuting,586021,-564356,-1.20326e+06
643,M,11,student,undef,not commuting,586021,-564356,-1.20326e+06
644,F,88,retired,undef,not commuting,586021,-563796,-1.20251e+06
645,F,5,at home,undef,not commuting,586021,-563811,-1.20256e+06
646,F,37,working,education,not commuting,586021,-563811,-1.20256e+06
647,F,60,retired,undef,not commuting,586021,-563703,-1.20277e+06
648,F,25,at home,undef,not commuting,586021,-563703,-1.20277e+06
649,M,51,working,industry,not commuting,586021,-563703,-1.20277e+06
650,M,42,working,industry,not commuting,586021,-563703,-1.20277e+06
651,F,69,retired,undef,not commuting,586021,-564877,-1.20134e+06
652,F,17,student,undef,15 to 30 min,586021,-563679,-1.20256e+06
653,M,8,student,undef,not commuting,586021,-563679,-1.20256e+06
654,F,46,working,industry,not commuting,586021,-563679,-1.20256e+06
655,M,38,working,tradeandmoto,not commuting,586021,-563819,-1.20271e+06
656,M,1,at home,undef,not commuting,586021,-563575,-1.20175e+06
657,M,26,working,health,not commuting,586021,-563575,-1.20175e+06
658,F,27,working,industry,15 to 30 min,586021,-563575,-1.20175e+06
659,F,53,working,industry,not commuting,586021,-564410,-1.20182e+06
660,M,54,at home,undef,not commuting,586021,-564410,-1.20182e+06
661,F,25,working,industry,not commuting,586021,-564140,-1.20235e+06
662,F,50,working,it,not commuting,586021,-564140,-1.20235e+06
663,M,30,working,industry,not commuting,586021,-564140,-1.20235e+06
664,M,52,at home,undef,not commuting,586021,-564140,-1.20235e+06
665,M,29,working,tradeandmoto,not commuting,586021,-563156,-1.20172e+06
666,F,55,at home,undef,not commuting,586021,-563156,-1.20172e+06
667,M,90,retired,undef,not commuting,586021,-565669,-1.20197e+06
668,M,81,retired,undef,not commuting,586021,-562767,-1.20168e+06
669,M,58,working,industry,not commuting,586021,-565790,-1.20225e+06
670,F,57,working,industry,not commuting,586021,-565790,-1.20225e+06
671,F,55,working,adminetc,not commuting,586021,-565782,-1.2017e+06
672,M,57,working,health,not commuting,586021,-565782,-1.2017e+06
673,M,30,working,industry,60 to 90 mins,586021,-563336,-1.20152e+06
674,F,37,working,eatinghousing,not commuting,586021,-563336,-1.20152e+06
675,F,55,working,education,not commuting,586021,-563336,-1.20152e+06
676,M,41,working,industry,not commuting,586021,-564668,-1.20198e+06
